zip,donations,total,NAME,variable,estimate,moe,Donations_Per100
21114,5108,183088.8100000013,ZCTA5 21114,population,27303,926,187.08566824158518
21117,3482,100675.68000000092,ZCTA5 21117,population,59301,1914,58.71739093775822
21120,1165,36591.729999999945,ZCTA5 21120,population,7095,508,164.200140944327
21122,9814,198584.7000000016,ZCTA5 21122,population,61051,1394,160.7508476519631
21123,23,811.1700000000001,NA,NA,NA,NA,NA
21128,1706,38107.33999999993,ZCTA5 21128,population,13985,804,121.9878441186986
21130,5,202,ZCTA5 21130,population,156,146,32.05128205128205
21131,986,53588.45,ZCTA5 21131,population,7282,556,135.4023619884647
21132,1935,26892.71999999997,ZCTA5 21132,population,3232,627,598.700495049505
21133,853,11557.72999999996,ZCTA5 21133,population,33299,1354,25.616384876422714
21136,5753,117010.2300000019,ZCTA5 21136,population,34177,995,168.3295783714194
21139,72,2126.1,NA,NA,NA,NA,NA
21140,372,14685.769999999997,ZCTA5 21140,population,3564,307,104.37710437710437
21144,4088,93118.1200000007,ZCTA5 21144,population,35335,1783,115.69265600679213
21146,4267,170297.64000000138,ZCTA5 21146,population,27555,995,154.8539285066231
21150,2,260,NA,NA,NA,NA,NA
21152,506,25937.42999999998,ZCTA5 21152,population,5462,568,92.64005858659831
21153,84,9404.070000000003,ZCTA5 21153,population,447,204,187.91946308724832
21154,1432,32637.779999999988,ZCTA5 21154,population,5804,590,246.7263955892488
21155,225,8949.849999999999,ZCTA5 21155,population,2532,391,88.86255924170617
21156,38,1853.68,ZCTA5 21156,population,316,117,120.25316455696203
21157,4538,133764.6600000017,ZCTA5 21157,population,37749,1217,120.21510503589498
21158,2036,62736.160000000025,ZCTA5 21158,population,20906,784,97.38830957619822
21160,432,7897.949999999998,ZCTA5 21160,population,2933,673,147.2894647118991
21161,855,25529.959999999937,ZCTA5 21161,population,5601,550,152.65131226566683
21162,327,8861.850000000008,ZCTA5 21162,population,4331,557,75.50219348880167
21163,2253,31190.8699999999,ZCTA5 21163,population,7030,592,320.4836415362731
21164,1,100,NA,NA,NA,NA,NA
21201,1094,21142.500000000044,ZCTA5 21201,population,17256,1128,63.39823829392675
21202,492,22378.09999999997,ZCTA5 21202,population,21784,1211,22.585383767903046
21203,13,4779.48,NA,NA,NA,NA,NA
21204,8428,189115.3200000032,ZCTA5 21204,population,21545,911,391.18124854954743
21205,80,3283.3199999999997,ZCTA5 21205,population,16239,1075,4.926411724859905
21206,814,20841.259999999973,ZCTA5 21206,population,52020,1647,15.647827758554403
21207,511,14736.519999999984,ZCTA5 21207,population,48872,1566,10.455884760189884
21208,3218,69404.8800000002,ZCTA5 21208,population,35266,1403,91.24936199172006
21209,1197,39362.56999999995,ZCTA5 21209,population,28309,1146,42.283372778974886
21210,586,22138.40999999998,ZCTA5 21210,population,15553,868,37.67761846589082
21211,373,14625.330000000002,ZCTA5 21211,population,16370,636,22.785583384239462
21212,1784,57711.109999999935,ZCTA5 21212,population,33431,1009,53.363644521551855
21213,222,5964.939999999996,ZCTA5 21213,population,31007,1545,7.159673622085336
21214,930,10893.830000000007,ZCTA5 21214,population,21392,938,43.47419596110696
21215,1294,21237.409999999996,ZCTA5 21215,population,58283,2388,22.2020143094899
21216,38,780.86,ZCTA5 21216,population,30179,1643,1.2591537161602437
21217,524,7613.850000000001,ZCTA5 21217,population,33644,1515,15.574842468196408
21218,1068,22943.169999999973,ZCTA5 21218,population,47555,1818,22.45820628745663
21219,1407,24274.23999999998,ZCTA5 21219,population,9550,511,147.32984293193718
21220,6821,123716.15000000082,ZCTA5 21220,population,41051,1243,166.15916786436384
21221,3435,71861.3400000003,ZCTA5 21221,population,42078,1341,81.63410808498503
21222,3186,58565.289999999986,ZCTA5 21222,population,55212,1289,57.704846772440774
21223,189,5440.709999999999,ZCTA5 21223,population,22392,1501,8.440514469453376
21224,4252,97096.64000000036,ZCTA5 21224,population,49332,1944,86.1915186896943
21225,1693,20727.42999999996,ZCTA5 21225,population,34363,1382,49.268108139568724
21226,355,6695.000000000005,ZCTA5 21226,population,6247,1043,56.82727709300464
21227,1904,36017.46000000001,ZCTA5 21227,population,33589,1080,56.685224329393556
21228,8380,190287.5699999994,ZCTA5 21228,population,48196,1381,173.87335048551748
21229,1451,43146.99999999995,ZCTA5 21229,population,45921,2179,31.597743951569
21230,3292,42890.42000000036,ZCTA5 21230,population,34274,1201,96.0494835735543
21231,156,11765.870000000004,ZCTA5 21231,population,15854,908,9.839788066103191
21234,4150,80660.86000000071,ZCTA5 21234,population,68381,1475,60.689372778988314
21236,5367,102116.84000000118,ZCTA5 21236,population,39707,1810,135.1650842420732
21237,1956,57059.060000000005,ZCTA5 21237,population,30129,1309,64.92084038633875
21239,410,10179.439999999997,ZCTA5 21239,population,30424,1274,13.476202997633449
21240,1,26.03,ZCTA5 21240,population,0,12,Inf
21241,2,75,NA,NA,NA,NA,NA
21244,549,13203.5,ZCTA5 21244,population,36394,1313,15.084904105072265
21247,7,167.08,NA,NA,NA,NA,NA
21250,2,105.21,ZCTA5 21250,population,2367,465,0.8449514152936206
21251,50,1973.96,ZCTA5 21251,population,965,171,51.81347150259067
21252,4,100,ZCTA5 21252,population,2383,534,1.678556441460344
21263,6,84.28,NA,NA,NA,NA,NA
21279,5,73,NA,NA,NA,NA,NA
21284,4,313.29999999999995,NA,NA,NA,NA,NA
21286,3403,97379.96999999994,ZCTA5 21286,population,19849,844,171.44440525971083
21287,1,1,NA,NA,NA,NA,NA
21401,8690,458704.35999999574,ZCTA5 21401,population,38315,1298,226.8041237113402
21402,64,1129.13,ZCTA5 21402,population,6669,1756,9.596641175588543
21403,3952,180484.76000000135,ZCTA5 21403,population,31377,1115,125.95213054147943
21404,14,3117.25,NA,NA,NA,NA,NA
21405,107,3649.420000000001,ZCTA5 21405,population,337,149,317.50741839762617
21409,4980,188649.09000000064,ZCTA5 21409,population,19931,600,249.86202398274045
21412,6,172.66000000000005,NA,NA,NA,NA,NA
21501,5,30,NA,NA,NA,NA,NA
21502,4775,103737.06000000116,ZCTA5 21502,population,42391,687,112.64183435163125
21505,2,42.14,NA,NA,NA,NA,NA
21520,98,3721.250000000001,ZCTA5 21520,population,2200,422,44.54545454545455
21521,33,1075.8800000000003,ZCTA5 21521,population,1102,170,29.945553539019965
21522,1,47,ZCTA5 21522,population,233,112,4.291845493562231
21523,7,86.89,ZCTA5 21523,population,188,93,37.234042553191486
21524,20,457.2,ZCTA5 21524,population,775,279,25.806451612903224
21529,57,1045.86,ZCTA5 21529,population,434,140,131.3364055299539
21530,89,1889.75,ZCTA5 21530,population,1859,278,47.875201721355566
21531,246,7033.79,ZCTA5 21531,population,1868,264,131.6916488222698
21532,2300,30815.46000000011,ZCTA5 21532,population,14726,502,156.18633709085972
21536,814,7843.590000000014,ZCTA5 21536,population,4123,401,197.42905651224837
21538,29,862.24,ZCTA5 21538,population,410,128,70.73170731707316
21539,32,1421.7499999999998,ZCTA5 21539,population,2606,319,12.279355333844974
21540,1,21.07,ZCTA5 21540,population,102,53,9.803921568627452
21541,216,9666.629999999996,ZCTA5 21541,population,1421,285,152.00562983814214
21543,280,4508.579999999999,ZCTA5 21543,population,276,121,1014.4927536231885
21545,64,1568.5600000000002,ZCTA5 21545,population,1740,179,36.7816091954023
21550,1221,35610.61999999992,ZCTA5 21550,population,14077,514,86.7372309440932
21552,1,1,NA,NA,NA,NA,NA
21555,98,2438.6499999999987,ZCTA5 21555,population,1586,263,61.7906683480454
21556,2,53.05,NA,NA,NA,NA,NA
21557,69,1298.9399999999994,ZCTA5 21557,population,1410,379,48.93617021276596
21560,40,438.4,NA,NA,NA,NA,NA
21561,323,20203.78999999999,ZCTA5 21561,population,2464,324,131.08766233766232
21562,73,1325.5500000000004,ZCTA5 21562,population,3519,354,20.744529695936343
21601,3519,198588.0400000003,ZCTA5 21601,population,23399,477,150.39104235223726
21607,10,253.65,ZCTA5 21607,population,737,209,13.568521031207599
21610,22,612.65,ZCTA5 21610,population,433,126,50.80831408775981
21612,40,2340.93,ZCTA5 21612,population,381,129,104.98687664041995
21613,1016,25820.179999999946,ZCTA5 21613,population,17132,359,59.304226009806214
21617,1393,44502.849999999904,ZCTA5 21617,population,10570,636,131.78807947019868
21619,1752,53307.83999999997,ZCTA5 21619,population,5964,506,293.7625754527163
21620,3547,57317.93000000011,ZCTA5 21620,population,12850,694,276.03112840466923
21622,47,1015.8599999999996,ZCTA5 21622,population,854,212,55.03512880562061
21623,160,11603.930000000004,ZCTA5 21623,population,1989,296,80.44243338360987
21624,2,200,ZCTA5 21624,population,175,147,11.428571428571429
21625,181,6536.09,ZCTA5 21625,population,2583,269,70.07355787843593
21628,76,1665.3,ZCTA5 21628,population,448,252,169.64285714285714
21629,702,26028.75999999993,ZCTA5 21629,population,9396,418,74.71264367816093
21631,106,2140.9599999999996,ZCTA5 21631,population,2814,440,37.668798862828716
21632,385,8560.209999999992,ZCTA5 21632,population,6078,436,63.34320500164528
21634,12,660.53,ZCTA5 21634,population,198,90,60.60606060606061
21635,909,25782.629999999972,ZCTA5 21635,population,1983,292,458.3963691376702
21636,140,3741.630000000001,ZCTA5 21636,population,1015,279,137.9310344827586
21638,688,24723.95999999996,ZCTA5 21638,population,5130,416,134.1130604288499
21639,299,4298.609999999999,ZCTA5 21639,population,5279,450,56.639515059670394
21640,21,870.59,ZCTA5 21640,population,1499,305,14.009339559706472
21643,129,3421.1600000000003,ZCTA5 21643,population,5864,464,21.998635743519785
21644,21,1489.06,ZCTA5 21644,population,90,52,233.33333333333334
21645,799,16686.719999999976,ZCTA5 21645,population,1261,282,633.624107850912
21647,2,1046.02,ZCTA5 21647,population,288,109,6.944444444444444
21648,6,292.18000000000006,ZCTA5 21648,population,175,74,34.285714285714285
21649,11,251.31,ZCTA5 21649,population,1935,389,5.684754521963824
21650,36,743.2800000000001,ZCTA5 21650,population,246,138,146.34146341463415
21651,114,4187.79,ZCTA5 21651,population,2894,473,39.39184519695923
21652,6,186.33,ZCTA5 21652,population,118,61,50.84745762711865
21653,5,115.48,ZCTA5 21653,population,143,79,34.96503496503497
21654,475,35940.680000000015,ZCTA5 21654,population,986,150,481.7444219066937
21655,911,15795.929999999988,ZCTA5 21655,population,4747,348,191.9106804297451
21657,81,4380.89,ZCTA5 21657,population,910,195,89.01098901098901
21658,1085,46045.019999999975,ZCTA5 21658,population,3987,386,272.13443691999
21659,3060,58483.720000000016,ZCTA5 21659,population,1356,361,2256.637168141593
21660,318,8391.409999999993,ZCTA5 21660,population,4292,364,74.09133271202236
21661,1483,30077.569999999967,ZCTA5 21661,population,2487,268,596.3007639726578
21662,168,15801.980000000009,ZCTA5 21662,population,418,105,401.9138755980861
21663,1221,42010.009999999944,ZCTA5 21663,population,3424,268,356.60046728971963
21664,12,606.3299999999999,ZCTA5 21664,population,445,107,26.966292134831463
21665,55,6186.34,ZCTA5 21665,population,215,105,255.8139534883721
21666,2612,85565.16000000027,ZCTA5 21666,population,12836,578,203.49018385789967
21667,5,207,ZCTA5 21667,population,292,119,17.123287671232877
21668,399,6508.429999999995,ZCTA5 21668,population,1816,296,219.7136563876652
21669,15,1276.6999999999998,ZCTA5 21669,population,254,146,59.05511811023622
21671,57,2785.99,ZCTA5 21671,population,984,254,57.926829268292686
21672,2,46.05,ZCTA5 21672,population,161,72,12.422360248447204
21673,188,8611.570000000002,ZCTA5 21673,population,3270,272,57.49235474006116
21675,1,25,ZCTA5 21675,population,90,49,11.11111111111111
21676,21,710.0500000000001,ZCTA5 21676,population,424,145,49.528301886792455
21677,128,1134.9900000000007,ZCTA5 21677,population,446,121,286.99551569506724
21678,43,1922.5899999999997,ZCTA5 21678,population,1842,330,23.344191096634095
21679,81,2694.7099999999996,ZCTA5 21679,population,289,120,280.27681660899657
21701,6057,114826.3500000018,ZCTA5 21701,population,37017,1104,163.62752248966692
21702,5174,126991.27000000182,ZCTA5 21702,population,41815,928,123.73550161425325
21703,2098,67041.95000000004,ZCTA5 21703,population,37473,1143,55.98697729031569
21704,1240,58343.60999999997,ZCTA5 21704,population,16887,673,73.42926511517736
21705,33,1493.22,ZCTA5 21705,population,3,8,11000
21710,301,13761.380000000008,ZCTA5 21710,population,4859,297,61.94690265486726
21711,27,898.0700000000002,ZCTA5 21711,population,1076,277,25.092936802973977
21713,1288,40229.73999999996,ZCTA5 21713,population,10728,885,120.05965697240866
21714,12,290.82000000000005,ZCTA5 21714,population,216,213,55.55555555555555
21715,22,502.48,NA,NA,NA,NA,NA
21716,540,16379.819999999992,ZCTA5 21716,population,5078,261,106.34107916502559
21717,54,1939.79,ZCTA5 21717,population,77,84,701.2987012987013
21718,6,494.52,ZCTA5 21718,population,151,53,39.735099337748345
21719,58,2473.4699999999993,ZCTA5 21719,population,1002,158,57.88423153692615
